name,bioactivity_score,mol_weight,logp,solubility,toxicity,is_champion,targets,discovery_date,mega_id
steroid_saponin_77,0.3885655556354644,14196.0,8.0,Faible,Faible,False,2,2024-06-03,MEGA_001538
steroid_saponin_78,0.7079678556374684,14165.0,8.0,Faible,Modérée,False,2,2024-06-03,MEGA_001539
steroid_saponin_79,0.6294038626490132,14268.0,8.0,Faible,Faible,False,2,2024-06-03,MEGA_001540
steroid_saponin_80,0.3875354373655382,14321.0,8.0,Faible,Élevée,False,3,2024-06-03,MEGA_001541
steroid_saponin_81,0.7025172014544915,14307.0,8.0,Faible,Modérée,False,3,2024-06-03,MEGA_001542
steroid_saponin_82,0.631476243425386,14271.0,8.0,Faible,Élevée,False,2,2024-06-03,MEGA_001543
steroid_saponin_83,0.6021488357352475,14321.0,8.0,Faible,Élevée,False,1,2024-06-03,MEGA_001544
steroid_saponin_84,0.4568289923178095,14275.0,8.0,Faible,Modérée,False,1,2024-06-03,MEGA_001545
steroid_saponin_85,0.5710283497289682,14303.0,8.0,Faible,Modérée,False,3,2024-06-03,MEGA_001546
steroid_saponin_86,0.43842262019394534,14452.0,8.0,Faible,Modérée,False,2,2024-06-03,MEGA_001547
steroid_saponin_87,0.5595955654812035,14358.0,8.0,Faible,Modérée,False,3,2024-06-04,MEGA_001548
steroid_saponin_88,0.3969488139523839,14451.0,8.0,Faible,Modérée,False,2,2024-06-04,MEGA_001549
steroid_saponin_89,0.7797238664453015,14514.0,8.0,Faible,Élevée,False,1,2024-06-04,MEGA_001550
steroid_saponin_90,0.5564698637193304,14441.0,8.0,Faible,Modérée,False,1,2024-06-04,MEGA_001551
steroid_saponin_91,0.5069788630730528,14556.0,8.0,Faible,Faible,False,3,2024-06-04,MEGA_001552
steroid_saponin_92,0.6249853050363439,14534.0,8.0,Faible,Modérée,False,1,2024-06-04,MEGA_001553
steroid_saponin_93,0.7878788107715367,14622.0,8.0,Faible,Modérée,False,2,2024-06-04,MEGA_001554
steroid_saponin_94,0.45542910382711843,14559.0,8.0,Faible,Modérée,False,1,2024-06-04,MEGA_001555
steroid_saponin_95,0.6380705765325152,14629.0,8.0,Faible,Faible,False,1,2024-06-04,MEGA_001556
steroid_saponin_96,0.5776028164308322,14710.0,8.0,Faible,Modérée,False,3,2024-06-04,MEGA_001557
steroid_saponin_97,0.5407006903573286,14675.0,8.0,Faible,Élevée,False,2,2024-06-05,MEGA_001558
steroid_saponin_98,0.32506118538448514,14743.0,8.0,Faible,Faible,False,3,2024-06-05,MEGA_001559
steroid_saponin_99,0.6244046892992718,14767.0,8.0,Faible,Faible,False,3,2024-06-05,MEGA_001560
steroid_saponin_100,0.6722895086215182,14773.0,8.0,Faible,Faible,False,1,2024-06-05,MEGA_001561
steroidal_glycoside_1,0.728052117381126,14830.0,8.0,Faible,Modérée,False,2,2024-06-05,MEGA_001562
steroidal_glycoside_2,0.6651993830170482,14861.0,8.0,Faible,Faible,False,2,2024-06-05,MEGA_001563
steroidal_glycoside_3,0.5096149877719099,14871.0,8.0,Faible,Modérée,False,3,2024-06-05,MEGA_001564
steroidal_glycoside_4,0.43159381156632176,14790.0,8.0,Faible,Faible,False,3,2024-06-05,MEGA_001565
steroidal_glycoside_5,0.32966129418188633,14848.0,8.0,Faible,Faible,False,1,2024-06-05,MEGA_001566
steroidal_glycoside_6,0.6673795738597824,14857.0,8.0,Faible,Faible,False,2,2024-06-05,MEGA_001567
steroidal_glycoside_7,0.5821063958714868,14860.0,8.0,Faible,Modérée,False,2,2024-06-06,MEGA_001568
steroidal_glycoside_8,0.5498728066449173,15012.0,8.0,Faible,Faible,False,1,2024-06-06,MEGA_001569
steroidal_glycoside_9,0.4402395622941795,14934.0,8.0,Faible,Élevée,False,3,2024-06-06,MEGA_001570
steroidal_glycoside_10,0.3586911349909876,15029.0,8.0,Faible,Élevée,False,2,2024-06-06,MEGA_001571
steroidal_glycoside_11,0.8157994275236384,15062.0,8.0,Faible,Modérée,False,1,2024-06-06,MEGA_001572
steroidal_glycoside_12,0.7538153749922756,14999.0,8.0,Faible,Modérée,False,3,2024-06-06,MEGA_001573
steroidal_glycoside_13,0.7833708525040468,15024.0,8.0,Faible,Élevée,False,1,2024-06-06,MEGA_001574
steroidal_glycoside_14,0.7842286764828612,15060.0,8.0,Faible,Modérée,False,2,2024-06-06,MEGA_001575
steroidal_glycoside_15,0.5639617160860102,15195.0,8.0,Faible,Élevée,False,3,2024-06-06,MEGA_001576
steroidal_glycoside_16,0.47057398600425643,15155.0,8.0,Faible,Modérée,False,1,2024-06-06,MEGA_001577
steroidal_glycoside_17,0.5015492239581123,15178.0,8.0,Faible,Faible,False,1,2024-06-07,MEGA_001578
steroidal_glycoside_18,0.4551083735060811,15191.0,8.0,Faible,Faible,False,1,2024-06-07,MEGA_001579
steroidal_glycoside_19,0.46898401492159836,15213.0,8.0,Faible,Modérée,False,2,2024-06-07,MEGA_001580
steroidal_glycoside_20,0.6144608923672692,15241.0,8.0,Faible,Faible,False,2,2024-06-07,MEGA_001581
steroidal_glycoside_21,0.41642254608982054,15290.0,8.0,Faible,Modérée,False,2,2024-06-07,MEGA_001582
steroidal_glycoside_22,0.5766332603656548,15364.0,8.0,Faible,Faible,False,1,2024-06-07,MEGA_001583
steroidal_glycoside_23,0.38549383987495356,15260.0,8.0,Faible,Modérée,False,2,2024-06-07,MEGA_001584
steroidal_glycoside_24,0.5545654314032231,15327.0,8.0,Faible,Faible,False,1,2024-06-07,MEGA_001585
steroidal_glycoside_25,0.5605819779882006,15421.0,8.0,Faible,Faible,False,1,2024-06-07,MEGA_001586
steroidal_glycoside_26,0.7649491602955087,15464.0,8.0,Faible,Modérée,False,1,2024-06-07,MEGA_001587
steroidal_glycoside_27,0.4020070155311334,15365.0,8.0,Faible,Modérée,False,3,2024-06-08,MEGA_001588
steroidal_glycoside_28,0.46480310523271506,15413.0,8.0,Faible,Modérée,False,1,2024-06-08,MEGA_001589
steroidal_glycoside_29,0.4804147908069536,15488.0,8.0,Faible,Modérée,False,2,2024-06-08,MEGA_001590
steroidal_glycoside_30,0.6673628335115359,15489.0,8.0,Faible,Modérée,False,1,2024-06-08,MEGA_001591
steroidal_glycoside_31,0.6226866500599273,15512.0,8.0,Faible,Modérée,False,2,2024-06-08,MEGA_001592
steroidal_glycoside_32,0.6325086412804157,15585.0,8.0,Faible,Modérée,False,3,2024-06-08,MEGA_001593
steroidal_glycoside_33,0.5782930237709893,15573.0,8.0,Faible,Modérée,False,3,2024-06-08,MEGA_001594
steroidal_glycoside_34,0.418817089843583,15601.0,8.0,Faible,Faible,False,1,2024-06-08,MEGA_001595
steroidal_glycoside_35,0.4654225678240308,15553.0,8.0,Faible,Faible,False,2,2024-06-08,MEGA_001596
steroidal_glycoside_36,0.6427447888667137,15598.0,8.0,Faible,Élevée,False,3,2024-06-09,MEGA_001597
steroidal_glycoside_37,0.5991701647365357,15637.0,8.0,Faible,Élevée,False,3,2024-06-09,MEGA_001598
steroidal_glycoside_38,0.4945267606457562,15767.0,8.0,Faible,Élevée,False,3,2024-06-09,MEGA_001599
steroidal_glycoside_39,0.34934429884881557,15677.0,8.0,Faible,Élevée,False,2,2024-06-09,MEGA_001600
steroidal_glycoside_40,0.4220697526778875,15730.0,8.0,Faible,Élevée,False,1,2024-06-09,MEGA_001601
steroidal_glycoside_41,0.6428848566524628,15757.0,8.0,Faible,Faible,False,1,2024-06-09,MEGA_001602
indole_alkaloid_42,0.43690467800575966,150.0,0.5920082578218792,Bonne,Faible,False,3,2024-06-09,MEGA_001603
indole_alkaloid_43,0.7614485129492519,240.0,2.747525494026711,Bonne,Modérée,False,1,2024-06-09,MEGA_001604
indole_alkaloid_44,0.8696705699611462,242.0,2.9398829317679476,Bonne,Modérée,False,3,2024-06-09,MEGA_001605
indole_alkaloid_45,0.5253771452917984,237.0,2.973196073058685,Bonne,Faible,False,2,2024-06-09,MEGA_001606
indole_alkaloid_46,0.6777941460072079,274.0,1.251327316218143,Bonne,Faible,False,1,2024-06-10,MEGA_001607
indole_alkaloid_47,0.6087537532111212,256.0,2.55959081410173,Bonne,Faible,False,2,2024-06-10,MEGA_001608
indole_alkaloid_48,0.6643893357356621,250.0,1.4739381691076074,Bonne,Élevée,False,1,2024-06-10,MEGA_001609
indole_alkaloid_49,0.8066901245098861,385.0,4.2514659675845285,Modérée,Élevée,False,2,2024-06-10,MEGA_001610
indole_alkaloid_50,0.5466138579046382,327.0,3.749077055497452,Modérée,Élevée,False,2,2024-06-10,MEGA_001611
indole_alkaloid_51,0.31374155617435234,474.0,3.567826952973562,Faible,Modérée,False,1,2024-06-10,MEGA_001612
indole_alkaloid_52,0.6399040483568019,462.0,5.588029607196348,Faible,Faible,False,3,2024-06-10,MEGA_001613
indole_alkaloid_53,0.738289883409021,435.0,6.688822941528244,Faible,Modérée,False,3,2024-06-10,MEGA_001614
indole_alkaloid_54,0.36111369427617057,448.0,5.314835737584663,Faible,Faible,False,2,2024-06-10,MEGA_001615
indole_alkaloid_55,0.7994817789044604,474.0,4.5771659604488955,Faible,Modérée,False,2,2024-06-10,MEGA_001616
indole_alkaloid_56,0.8392978579480086,472.0,4.403454296790257,Faible,Faible,False,3,2024-06-11,MEGA_001617
indole_alkaloid_57,0.668464565490816,531.0,5.100936018327491,Faible,Élevée,False,1,2024-06-11,MEGA_001618
indole_alkaloid_58,0.37813022694248183,580.0,5.039266153222989,Faible,Élevée,False,1,2024-06-11,MEGA_001619
indole_alkaloid_59,0.5766046679828076,600.0,6.25239820665205,Faible,Modérée,False,2,2024-06-11,MEGA_001620
indole_alkaloid_60,0.4395635248615569,594.0,4.801537408845697,Faible,Élevée,False,1,2024-06-11,MEGA_001621
indole_alkaloid_61,0.7001574884763456,697.0,5.080302213402099,Faible,Faible,False,2,2024-06-11,MEGA_001622
indole_alkaloid_62,0.41107608993728195,703.0,7.249601681813549,Faible,Élevée,False,1,2024-06-11,MEGA_001623
indole_alkaloid_63,0.7379155573151117,711.0,7.131233065775821,Faible,Faible,False,2,2024-06-11,MEGA_001624
indole_alkaloid_64,0.5389102851040606,780.0,7.228829983562806,Faible,Élevée,False,1,2024-06-11,MEGA_001625
indole_alkaloid_65,0.5230818835386792,770.0,6.417303377389634,Faible,Élevée,False,2,2024-06-11,MEGA_001626
indole_alkaloid_66,0.47419082484832575,821.0,8.0,Faible,Faible,False,3,2024-06-12,MEGA_001627
indole_alkaloid_67,0.501844296675813,792.0,6.929824961429549,Faible,Faible,False,3,2024-06-12,MEGA_001628
indole_alkaloid_68,0.5278449249331412,840.0,8.0,Faible,Modérée,False,3,2024-06-12,MEGA_001629
indole_alkaloid_69,0.33747368096306524,862.0,8.0,Faible,Faible,False,3,2024-06-12,MEGA_001630
indole_alkaloid_70,0.6660640254313004,805.0,8.0,Faible,Modérée,False,2,2024-06-12,MEGA_001631
indole_alkaloid_71,0.5007845045563422,849.0,7.120867337618304,Faible,Modérée,False,1,2024-06-12,MEGA_001632
indole_alkaloid_72,0.6647596248984016,923.0,7.955148428987698,Faible,Faible,False,2,2024-06-12,MEGA_001633
indole_alkaloid_73,0.6843804592046587,1010.0,8.0,Faible,Élevée,False,2,2024-06-12,MEGA_001634
indole_alkaloid_74,0.6837705591246096,992.0,8.0,Faible,Élevée,False,2,2024-06-12,MEGA_001635
indole_alkaloid_75,0.6171622578135009,972.0,7.718274518765714,Faible,Modérée,False,1,2024-06-12,MEGA_001636
indole_alkaloid_76,0.6162878932302506,1018.0,8.0,Faible,Modérée,False,2,2024-06-13,MEGA_001637
indole_alkaloid_77,0.7421508488231316,1016.0,8.0,Faible,Élevée,False,3,2024-06-13,MEGA_001638
indole_alkaloid_78,0.6155361080538604,1060.0,8.0,Faible,Élevée,False,3,2024-06-13,MEGA_001639
indole_alkaloid_79,0.6103673986950988,1107.0,8.0,Faible,Faible,False,2,2024-06-13,MEGA_001640
indole_alkaloid_80,0.6397983683738342,1178.0,8.0,Faible,Modérée,False,3,2024-06-13,MEGA_001641
indole_alkaloid_81,0.833985567366673,1217.0,8.0,Faible,Modérée,False,3,2024-06-13,MEGA_001642
indole_alkaloid_82,0.8337617753975639,1226.0,8.0,Faible,Faible,False,1,2024-06-13,MEGA_001643
indole_alkaloid_83,0.3672095852803978,1194.0,8.0,Faible,Modérée,False,2,2024-06-13,MEGA_001644
indole_alkaloid_84,0.7295384204992617,1191.0,8.0,Faible,Faible,False,2,2024-06-13,MEGA_001645
indole_alkaloid_85,0.40769931251849767,1278.0,8.0,Faible,Faible,False,3,2024-06-13,MEGA_001646
indole_alkaloid_86,0.5637435981802907,1219.0,8.0,Faible,Faible,False,2,2024-06-14,MEGA_001647
indole_alkaloid_87,0.41450244690662386,1372.0,8.0,Faible,Modérée,False,2,2024-06-14,MEGA_001648
indole_alkaloid_88,0.4858924451530139,1355.0,8.0,Faible,Modérée,False,3,2024-06-14,MEGA_001649
indole_alkaloid_89,0.3620395654788363,1402.0,8.0,Faible,Modérée,False,3,2024-06-14,MEGA_001650
indole_alkaloid_90,0.6830917296858068,1301.0,8.0,Faible,Modérée,False,2,2024-06-14,MEGA_001651
indole_alkaloid_91,0.6521578666941852,1353.0,8.0,Faible,Élevée,False,1,2024-06-14,MEGA_001652
indole_alkaloid_92,0.8543085027572561,1497.0,8.0,Faible,Modérée,True,3,2024-06-14,MEGA_001653
indole_alkaloid_93,0.6633808132504038,1375.0,8.0,Faible,Élevée,False,2,2024-06-14,MEGA_001654
indole_alkaloid_94,0.3635093569400716,1487.0,8.0,Faible,Élevée,False,3,2024-06-14,MEGA_001655
indole_alkaloid_95,0.7111542661749011,1522.0,8.0,Faible,Modérée,False,2,2024-06-14,MEGA_001656
indole_alkaloid_96,0.45205202502276154,1509.0,8.0,Faible,Faible,False,2,2024-06-15,MEGA_001657
indole_alkaloid_97,0.5826773187862218,1513.0,8.0,Faible,Élevée,False,1,2024-06-15,MEGA_001658
indole_alkaloid_98,0.403302684366175,1537.0,8.0,Faible,Élevée,False,3,2024-06-15,MEGA_001659
indole_alkaloid_99,0.7958835486942977,1615.0,8.0,Faible,Modérée,False,1,2024-06-15,MEGA_001660
indole_alkaloid_100,0.46552173270547254,1585.0,8.0,Faible,Modérée,False,3,2024-06-15,MEGA_001661
isoquinoline_alkaloid_1,0.4606413033015822,1643.0,8.0,Faible,Élevée,False,1,2024-06-15,MEGA_001662
isoquinoline_alkaloid_2,0.7575691830367204,1655.0,8.0,Faible,Élevée,False,3,2024-06-15,MEGA_001663
isoquinoline_alkaloid_3,0.4846914812188874,1754.0,8.0,Faible,Modérée,False,1,2024-06-15,MEGA_001664
isoquinoline_alkaloid_4,0.7417715965497572,1777.0,8.0,Faible,Faible,False,1,2024-06-15,MEGA_001665
isoquinoline_alkaloid_5,0.5426926177251127,1748.0,8.0,Faible,Élevée,False,3,2024-06-15,MEGA_001666
isoquinoline_alkaloid_6,0.5018811511906598,1760.0,8.0,Faible,Modérée,False,1,2024-06-16,MEGA_001667
isoquinoline_alkaloid_7,0.36414981694770665,1726.0,8.0,Faible,Modérée,False,1,2024-06-16,MEGA_001668
isoquinoline_alkaloid_8,0.7042934254212538,1807.0,8.0,Faible,Élevée,False,3,2024-06-16,MEGA_001669
isoquinoline_alkaloid_9,0.822147721466052,1839.0,8.0,Faible,Élevée,False,3,2024-06-16,MEGA_001670
isoquinoline_alkaloid_10,0.5676585617603758,1914.0,8.0,Faible,Modérée,False,2,2024-06-16,MEGA_001671
isoquinoline_alkaloid_11,0.7885028738764868,1973.0,8.0,Faible,Faible,False,3,2024-06-16,MEGA_001672
isoquinoline_alkaloid_12,0.4408353488671675,1986.0,8.0,Faible,Élevée,False,2,2024-06-16,MEGA_001673
isoquinoline_alkaloid_13,0.6047574929253889,1935.0,8.0,Faible,Modérée,False,1,2024-06-16,MEGA_001674
isoquinoline_alkaloid_14,0.47250040275529004,1911.0,8.0,Faible,Modérée,False,3,2024-06-16,MEGA_001675
isoquinoline_alkaloid_15,0.7407106619427224,1978.0,8.0,Faible,Faible,False,2,2024-06-16,MEGA_001676
isoquinoline_alkaloid_16,0.4953532770830251,1951.0,8.0,Faible,Élevée,False,3,2024-06-17,MEGA_001677
isoquinoline_alkaloid_17,0.5987819006756814,1986.0,8.0,Faible,Modérée,False,2,2024-06-17,MEGA_001678
isoquinoline_alkaloid_18,0.6980427288999227,2075.0,8.0,Faible,Faible,False,2,2024-06-17,MEGA_001679
isoquinoline_alkaloid_19,0.7815621471802494,2101.0,8.0,Faible,Faible,False,3,2024-06-17,MEGA_001680
isoquinoline_alkaloid_20,0.792401125578843,2199.0,8.0,Faible,Modérée,False,1,2024-06-17,MEGA_001681
isoquinoline_alkaloid_21,0.3509929721026202,2162.0,8.0,Faible,Modérée,False,1,2024-06-17,MEGA_001682
isoquinoline_alkaloid_22,0.6811685606199697,2136.0,8.0,Faible,Modérée,False,2,2024-06-17,MEGA_001683
isoquinoline_alkaloid_23,0.5713203755993583,2169.0,8.0,Faible,Modérée,False,2,2024-06-17,MEGA_001684
isoquinoline_alkaloid_24,0.5850345977754723,2300.0,8.0,Faible,Modérée,False,1,2024-06-17,MEGA_001685
isoquinoline_alkaloid_25,0.6231593315397981,2211.0,8.0,Faible,Faible,False,3,2024-06-17,MEGA_001686
isoquinoline_alkaloid_26,0.4116944930815486,2276.0,8.0,Faible,Faible,False,3,2024-06-18,MEGA_001687
isoquinoline_alkaloid_27,0.6542968162272739,2352.0,8.0,Faible,Modérée,False,1,2024-06-18,MEGA_001688
isoquinoline_alkaloid_28,0.4621045541224923,2278.0,8.0,Faible,Faible,False,1,2024-06-18,MEGA_001689
isoquinoline_alkaloid_29,0.3884892214775205,2300.0,8.0,Faible,Faible,False,1,2024-06-18,MEGA_001690
isoquinoline_alkaloid_30,0.6890465691296082,2316.0,8.0,Faible,Faible,False,2,2024-06-18,MEGA_001691
isoquinoline_alkaloid_31,0.6999498343326673,2385.0,8.0,Faible,Faible,False,1,2024-06-18,MEGA_001692
isoquinoline_alkaloid_32,0.7299310148130245,2402.0,8.0,Faible,Modérée,False,1,2024-06-18,MEGA_001693
isoquinoline_alkaloid_33,0.5230670856317912,2394.0,8.0,Faible,Modérée,False,1,2024-06-18,MEGA_001694
isoquinoline_alkaloid_34,0.7812336595102268,2508.0,8.0,Faible,Élevée,False,1,2024-06-18,MEGA_001695
isoquinoline_alkaloid_35,0.6050862556027161,2540.0,8.0,Faible,Élevée,False,3,2024-06-18,MEGA_001696
isoquinoline_alkaloid_36,0.7328623057079435,2489.0,8.0,Faible,Modérée,False,3,2024-06-19,MEGA_001697
isoquinoline_alkaloid_37,0.7264398191127881,2531.0,8.0,Faible,Élevée,False,1,2024-06-19,MEGA_001698
isoquinoline_alkaloid_38,0.49566107693941597,2570.0,8.0,Faible,Modérée,False,2,2024-06-19,MEGA_001699
isoquinoline_alkaloid_39,0.4912952068952253,2583.0,8.0,Faible,Modérée,False,2,2024-06-19,MEGA_001700
isoquinoline_alkaloid_40,0.5951304938331864,2694.0,8.0,Faible,Modérée,False,3,2024-06-19,MEGA_001701
isoquinoline_alkaloid_41,0.8129899346769356,2680.0,8.0,Faible,Élevée,False,2,2024-06-19,MEGA_001702
isoquinoline_alkaloid_42,0.5376860918572954,2724.0,8.0,Faible,Élevée,False,2,2024-06-19,MEGA_001703
isoquinoline_alkaloid_43,0.5896698370718998,2659.0,8.0,Faible,Élevée,False,3,2024-06-19,MEGA_001704
isoquinoline_alkaloid_44,0.6294068684086696,2797.0,8.0,Faible,Élevée,False,1,2024-06-19,MEGA_001705
isoquinoline_alkaloid_45,0.49434363241187146,2688.0,8.0,Faible,Faible,False,1,2024-06-19,MEGA_001706
isoquinoline_alkaloid_46,0.769542787802888,2813.0,8.0,Faible,Modérée,False,3,2024-06-20,MEGA_001707
isoquinoline_alkaloid_47,0.4939118384925996,2769.0,8.0,Faible,Élevée,False,1,2024-06-20,MEGA_001708
isoquinoline_alkaloid_48,0.6511338179583017,2762.0,8.0,Faible,Élevée,False,1,2024-06-20,MEGA_001709
isoquinoline_alkaloid_49,0.6665330413075957,2849.0,8.0,Faible,Modérée,False,3,2024-06-20,MEGA_001710
isoquinoline_alkaloid_50,0.6875873142309548,2849.0,8.0,Faible,Modérée,False,3,2024-06-20,MEGA_001711
isoquinoline_alkaloid_51,0.6217369521326388,2960.0,8.0,Faible,Élevée,False,3,2024-06-20,MEGA_001712
isoquinoline_alkaloid_52,0.4523637504695277,2877.0,8.0,Faible,Faible,False,2,2024-06-20,MEGA_001713
isoquinoline_alkaloid_53,0.776971124851074,2977.0,8.0,Faible,Faible,False,3,2024-06-20,MEGA_001714
isoquinoline_alkaloid_54,0.31177268518228424,2914.0,8.0,Faible,Élevée,False,3,2024-06-20,MEGA_001715
isoquinoline_alkaloid_55,0.5479925904400017,2977.0,8.0,Faible,Modérée,False,3,2024-06-20,MEGA_001716
isoquinoline_alkaloid_56,0.5972955637159947,3089.0,8.0,Faible,Modérée,False,3,2024-06-21,MEGA_001717
isoquinoline_alkaloid_57,0.6178006375926748,3010.0,8.0,Faible,Modérée,False,1,2024-06-21,MEGA_001718
isoquinoline_alkaloid_58,0.49128548346148493,3065.0,8.0,Faible,Faible,False,3,2024-06-21,MEGA_001719
isoquinoline_alkaloid_59,0.6465753335125872,3032.0,8.0,Faible,Élevée,False,3,2024-06-21,MEGA_001720
isoquinoline_alkaloid_60,0.635567747802682,3131.0,8.0,Faible,Modérée,False,2,2024-06-21,MEGA_001721
isoquinoline_alkaloid_61,0.6859636676837306,3167.0,8.0,Faible,Modérée,False,2,2024-06-21,MEGA_001722
isoquinoline_alkaloid_62,0.6827385832685049,3190.0,8.0,Faible,Modérée,False,1,2024-06-21,MEGA_001723
isoquinoline_alkaloid_63,0.6438668365782574,3194.0,8.0,Faible,Faible,False,3,2024-06-21,MEGA_001724
isoquinoline_alkaloid_64,0.7085873518995687,3238.0,8.0,Faible,Élevée,False,3,2024-06-21,MEGA_001725
isoquinoline_alkaloid_65,0.6215584436727257,3267.0,8.0,Faible,Élevée,False,3,2024-06-21,MEGA_001726
isoquinoline_alkaloid_66,0.4517870738014819,3309.0,8.0,Faible,Modérée,False,2,2024-06-22,MEGA_001727
isoquinoline_alkaloid_67,0.4354793248250773,3271.0,8.0,Faible,Élevée,False,1,2024-06-22,MEGA_001728
isoquinoline_alkaloid_68,0.6081465016666637,3396.0,8.0,Faible,Élevée,False,2,2024-06-22,MEGA_001729
isoquinoline_alkaloid_69,0.4425401358895043,3370.0,8.0,Faible,Modérée,False,3,2024-06-22,MEGA_001730
isoquinoline_alkaloid_70,0.338819437659808,3394.0,8.0,Faible,Élevée,False,2,2024-06-22,MEGA_001731
isoquinoline_alkaloid_71,0.7633105397038932,3330.0,8.0,Faible,Modérée,False,3,2024-06-22,MEGA_001732
isoquinoline_alkaloid_72,0.8227484575160424,3495.0,8.0,Faible,Élevée,False,3,2024-06-22,MEGA_001733
isoquinoline_alkaloid_73,0.4551904474002454,3466.0,8.0,Faible,Élevée,False,3,2024-06-22,MEGA_001734
isoquinoline_alkaloid_74,0.5046004830579705,3473.0,8.0,Faible,Modérée,False,1,2024-06-22,MEGA_001735
isoquinoline_alkaloid_75,0.4672945554412502,3492.0,8.0,Faible,Élevée,False,2,2024-06-22,MEGA_001736
isoquinoline_alkaloid_76,0.6104764275735983,3549.0,8.0,Faible,Faible,False,3,2024-06-23,MEGA_001737
isoquinoline_alkaloid_77,0.4518875560946876,3522.0,8.0,Faible,Modérée,False,3,2024-06-23,MEGA_001738
isoquinoline_alkaloid_78,0.49446792589751876,3616.0,8.0,Faible,Modérée,False,1,2024-06-23,MEGA_001739
isoquinoline_alkaloid_79,0.6698538847283277,3594.0,8.0,Faible,Faible,False,1,2024-06-23,MEGA_001740
isoquinoline_alkaloid_80,0.40672300518715343,3641.0,8.0,Faible,Élevée,False,3,2024-06-23,MEGA_001741
isoquinoline_alkaloid_81,0.561233256672099,3656.0,8.0,Faible,Faible,False,3,2024-06-23,MEGA_001742
isoquinoline_alkaloid_82,0.3915455821765491,3708.0,8.0,Faible,Faible,False,3,2024-06-23,MEGA_001743
isoquinoline_alkaloid_83,0.4236191961760506,3668.0,8.0,Faible,Élevée,False,3,2024-06-23,MEGA_001744
isoquinoline_alkaloid_84,0.3801432998949611,3693.0,8.0,Faible,Faible,False,1,2024-06-23,MEGA_001745
isoquinoline_alkaloid_85,0.5656526901146915,3802.0,8.0,Faible,Élevée,False,2,2024-06-23,MEGA_001746
isoquinoline_alkaloid_86,0.5565045733244722,3842.0,8.0,Faible,Élevée,False,1,2024-06-24,MEGA_001747
isoquinoline_alkaloid_87,0.32768424359118276,3797.0,8.0,Faible,Faible,False,1,2024-06-24,MEGA_001748
isoquinoline_alkaloid_88,0.5391607720960487,3764.0,8.0,Faible,Élevée,False,2,2024-06-24,MEGA_001749
isoquinoline_alkaloid_89,0.3789863531282455,3809.0,8.0,Faible,Modérée,False,3,2024-06-24,MEGA_001750
isoquinoline_alkaloid_90,0.8089479193007263,3811.0,8.0,Faible,Faible,False,3,2024-06-24,MEGA_001751
isoquinoline_alkaloid_91,0.6835229042002298,3941.0,8.0,Faible,Faible,False,2,2024-06-24,MEGA_001752
isoquinoline_alkaloid_92,0.6482637971368945,3973.0,8.0,Faible,Modérée,False,1,2024-06-24,MEGA_001753
isoquinoline_alkaloid_93,0.6866263399031085,4005.0,8.0,Faible,Faible,False,3,2024-06-24,MEGA_001754
isoquinoline_alkaloid_94,0.5225758183624694,3992.0,8.0,Faible,Modérée,False,2,2024-06-24,MEGA_001755
isoquinoline_alkaloid_95,0.6746591099814565,3978.0,8.0,Faible,Élevée,False,2,2024-06-24,MEGA_001756
isoquinoline_alkaloid_96,0.44825089468024126,3958.0,8.0,Faible,Modérée,False,2,2024-06-25,MEGA_001757
isoquinoline_alkaloid_97,0.5483771881681292,4109.0,8.0,Faible,Modérée,False,3,2024-06-25,MEGA_001758
isoquinoline_alkaloid_98,0.41685075656171133,4039.0,8.0,Faible,Modérée,False,2,2024-06-25,MEGA_001759
isoquinoline_alkaloid_99,0.8630030598137066,4048.0,8.0,Faible,Modérée,True,7,2024-06-25,MEGA_001760
isoquinoline_alkaloid_100,0.34378386281694023,4089.0,8.0,Faible,Modérée,False,1,2024-06-25,MEGA_001761
quinoline_alkaloid_1,0.41619133480610826,4105.0,8.0,Faible,Modérée,False,2,2024-06-25,MEGA_001762
quinoline_alkaloid_2,0.4405721292922703,4108.0,8.0,Faible,Faible,False,2,2024-06-25,MEGA_001763
quinoline_alkaloid_3,0.8036942675535164,4183.0,8.0,Faible,Modérée,False,2,2024-06-25,MEGA_001764
quinoline_alkaloid_4,0.5362618296694466,4178.0,8.0,Faible,Élevée,False,1,2024-06-25,MEGA_001765
quinoline_alkaloid_5,0.44896686681089776,4192.0,8.0,Faible,Faible,False,3,2024-06-25,MEGA_001766
quinoline_alkaloid_6,0.6439947415262102,4226.0,8.0,Faible,Modérée,False,1,2024-06-26,MEGA_001767
quinoline_alkaloid_7,0.7926972645047318,4339.0,8.0,Faible,Faible,False,2,2024-06-26,MEGA_001768
quinoline_alkaloid_8,0.5371091262953644,4372.0,8.0,Faible,Élevée,False,3,2024-06-26,MEGA_001769
quinoline_alkaloid_9,0.38904017221002146,4401.0,8.0,Faible,Modérée,False,3,2024-06-26,MEGA_001770
quinoline_alkaloid_10,0.4075258153760975,4329.0,8.0,Faible,Élevée,False,2,2024-06-26,MEGA_001771
quinoline_alkaloid_11,0.7095122071949278,4336.0,8.0,Faible,Élevée,False,2,2024-06-26,MEGA_001772
quinoline_alkaloid_12,0.6766438515424693,4395.0,8.0,Faible,Modérée,False,1,2024-06-26,MEGA_001773
